raw_name,canonical_name,match_method,confidence,record_type
FirstSupport.ai,FirstSupport.ai,unresolved,0.0,STARTUP
Rinsed,Rinsed,unresolved,0.0,STARTUP
Nimbus,Nimbus,unresolved,0.0,STARTUP
Enable Us,Enable Us,unresolved,0.0,STARTUP
InpharmD,InpharmD,unresolved,0.0,STARTUP
Tint,Tint,unresolved,0.0,STARTUP
TaoFi,TaoFi,unresolved,0.0,STARTUP
Venu AI,Venu AI,unresolved,0.0,STARTUP
Compose.ai,Compose.ai,unresolved,0.0,STARTUP
Codeball,Codeball,unresolved,0.0,STARTUP
Dataherald,Dataherald,unresolved,0.0,STARTUP
Treinta,Treinta,unresolved,0.0,STARTUP
Spline,Spline,unresolved,0.0,STARTUP
BusinessOnBot,BusinessOnBot,unresolved,0.0,STARTUP
Mystic,Mystic,unresolved,0.0,STARTUP
MarqVision,MarqVision,unresolved,0.0,STARTUP
Routine,Routine,unresolved,0.0,STARTUP
Ollama,Ollama,unresolved,0.0,STARTUP
Humance,Humance,unresolved,0.0,STARTUP
Openlayer,Openlayer,unresolved,0.0,STARTUP
Slope,Slope,unresolved,0.0,STARTUP
Serif Health,Serif Health,unresolved,0.0,STARTUP
Abstra,Abstra,unresolved,0.0,STARTUP
zaz⚡️os,zaz⚡️os,unresolved,0.0,STARTUP
Swipe,Swipe,unresolved,0.0,STARTUP
Neodocs,Neodocs,unresolved,0.0,STARTUP
MobileBoost,MobileBoost,unresolved,0.0,STARTUP
Sleek,Sleek,unresolved,0.0,STARTUP
Bite Ninja,Bite Ninja,unresolved,0.0,STARTUP
Anakin,Anakin,unresolved,0.0,STARTUP
Dailybot,Dailybot,unresolved,0.0,STARTUP
Tavus,Tavus,unresolved,0.0,STARTUP
Konta.com,Konta.com,unresolved,0.0,STARTUP
Verihubs,Verihubs,unresolved,0.0,STARTUP
Secoda,Secoda,unresolved,0.0,STARTUP
SalaryBox,SalaryBox,unresolved,0.0,STARTUP
Sentiyen,Sentiyen,unresolved,0.0,STARTUP
SenpAI.GG,SenpAI.GG,unresolved,0.0,STARTUP
Warpfy,Warpfy,unresolved,0.0,STARTUP
Milky Way AI,Milky Way AI,unresolved,0.0,STARTUP
Mine,Mine,unresolved,0.0,STARTUP
Zensors,Zensors,unresolved,0.0,STARTUP
Mentum,Mentum,unresolved,0.0,STARTUP
Writesonic,Writesonic,unresolved,0.0,STARTUP
Revery AI,Revery AI,unresolved,0.0,STARTUP
Adni,Adni,unresolved,0.0,STARTUP
Hudson Labs (formerly Bedrock AI),Hudson Labs (formerly Bedrock AI),unresolved,0.0,STARTUP
Vibe Kanban,Vibe Kanban,unresolved,0.0,STARTUP
Caire Health,Caire Health,unresolved,0.0,STARTUP
Squire.ai,Squire.ai,unresolved,0.0,STARTUP
Spoken,Spoken,unresolved,0.0,STARTUP
Adravision,Adravision,unresolved,0.0,STARTUP
Medium Biosciences,Medium Biosciences,unresolved,0.0,STARTUP
Safer Management,Safer Management,unresolved,0.0,STARTUP
Sully.ai,Sully.ai,unresolved,0.0,STARTUP
Andi,Andi,unresolved,0.0,STARTUP
TigerEye,TigerEye,unresolved,0.0,STARTUP
Moots,Moots,unresolved,0.0,STARTUP
Capuchin,Capuchin,unresolved,0.0,STARTUP
Trellus,Trellus,unresolved,0.0,STARTUP
WeReno,WeReno,unresolved,0.0,STARTUP
VantedgeAI,VantedgeAI,unresolved,0.0,STARTUP
PromptLoop,PromptLoop,unresolved,0.0,STARTUP
Cozmo AI,Cozmo AI,unresolved,0.0,STARTUP
Stably AI (Orca),Stably AI (Orca),unresolved,0.0,STARTUP
CoffeeAI,CoffeeAI,unresolved,0.0,STARTUP
InferEdge,InferEdge,unresolved,0.0,STARTUP
Industrial Next,Industrial Next,unresolved,0.0,STARTUP
Rownd,Rownd,unresolved,0.0,STARTUP
Iron Leap,Iron Leap,unresolved,0.0,STARTUP
Unlayer,Unlayer,unresolved,0.0,STARTUP
Fintelite,Fintelite,unresolved,0.0,STARTUP
MosaicVoice,MosaicVoice,unresolved,0.0,STARTUP
Beam,Beam,unresolved,0.0,STARTUP
Sophys,Sophys,unresolved,0.0,STARTUP
Armilla AI,Armilla AI,unresolved,0.0,STARTUP
Emobi,Emobi,unresolved,0.0,STARTUP
Reforged Labs,Reforged Labs,unresolved,0.0,STARTUP
Speechly,Speechly,unresolved,0.0,STARTUP
SkyLink,SkyLink,unresolved,0.0,STARTUP
NearWave,NearWave,unresolved,0.0,STARTUP
Cogram,Cogram,unresolved,0.0,STARTUP
Cotera,Cotera,unresolved,0.0,STARTUP
Strong Compute,Strong Compute,unresolved,0.0,STARTUP
"Sendme, Inc","Sendme, Inc",unresolved,0.0,STARTUP
Sprites,Sprites,unresolved,0.0,STARTUP
goodfin,goodfin,unresolved,0.0,STARTUP
AvairSense,AvairSense,unresolved,0.0,STARTUP
IoTFlows Inc,IoTFlows Inc,unresolved,0.0,STARTUP
Spade,Spade,unresolved,0.0,STARTUP
RTHM,RTHM,unresolved,0.0,STARTUP
Humand,Humand,unresolved,0.0,STARTUP
Heptabase,Heptabase,unresolved,0.0,STARTUP
Nara,Nara,unresolved,0.0,STARTUP
Impossible Metals,Impossible Metals,unresolved,0.0,STARTUP
Cellbyte,Cellbyte,unresolved,0.0,STARTUP
GovDash,GovDash,unresolved,0.0,STARTUP
KorrAI,KorrAI,unresolved,0.0,STARTUP
Flike,Flike,unresolved,0.0,STARTUP
Reality Defender,Reality Defender,unresolved,0.0,STARTUP
WhiteLab Genomics,WhiteLab Genomics,unresolved,0.0,STARTUP
Elessar,Elessar,unresolved,0.0,STARTUP
Ciro,Ciro,unresolved,0.0,STARTUP
Truva,Truva,unresolved,0.0,STARTUP
Two Dots,Two Dots,unresolved,0.0,STARTUP
Bunting Labs,Bunting Labs,unresolved,0.0,STARTUP
Cerrion,Cerrion,unresolved,0.0,STARTUP
Champ,Champ,unresolved,0.0,STARTUP
Roxels,Roxels,unresolved,0.0,STARTUP
Fetii,Fetii,unresolved,0.0,STARTUP
Craze,Craze,unresolved,0.0,STARTUP
NuMind,NuMind,unresolved,0.0,STARTUP
Overwatch,Overwatch,unresolved,0.0,STARTUP
Raven,Raven,unresolved,0.0,STARTUP
Flair Labs,Flair Labs,unresolved,0.0,STARTUP
Typewise,Typewise,unresolved,0.0,STARTUP
NewsCatcher,NewsCatcher,unresolved,0.0,STARTUP
Thera,Thera,unresolved,0.0,STARTUP
Peoplebox.ai,Peoplebox.ai,unresolved,0.0,STARTUP
Coris,Coris,unresolved,0.0,STARTUP
AnythingLLM,AnythingLLM,unresolved,0.0,STARTUP
FlyCode,FlyCode,unresolved,0.0,STARTUP
Maya Labs,Maya Labs,unresolved,0.0,STARTUP
Rima AI (formerly Garage),Rima AI (formerly Garage),unresolved,0.0,STARTUP
Cobbery,Cobbery,unresolved,0.0,STARTUP
Feather,Feather,unresolved,0.0,STARTUP
Artemis Search,Artemis Search,unresolved,0.0,STARTUP
Unthread,Unthread,unresolved,0.0,STARTUP
Findly,Findly,unresolved,0.0,STARTUP
Jasmine Energy,Jasmine Energy,unresolved,0.0,STARTUP
Oneleet,Oneleet,unresolved,0.0,STARTUP
Pump.co,Pump.co,unresolved,0.0,STARTUP
Knowtex,Knowtex,unresolved,0.0,STARTUP
CAPSULE,CAPSULE,unresolved,0.0,STARTUP
InVision Medical Technology,InVision Medical Technology,unresolved,0.0,STARTUP
Cambio,Cambio,unresolved,0.0,STARTUP
Axle,Axle,unresolved,0.0,STARTUP
Landeed,Landeed,unresolved,0.0,STARTUP
Chima,Chima,unresolved,0.0,STARTUP
Integrated Reasoning,Integrated Reasoning,unresolved,0.0,STARTUP
Dev Tools AI,Dev Tools AI,unresolved,0.0,STARTUP
Rubbrband,Rubbrband,unresolved,0.0,STARTUP
Reflex,Reflex,unresolved,0.0,STARTUP
Linum,Linum,unresolved,0.0,STARTUP
Layup,Layup,unresolved,0.0,STARTUP
Credal.ai,Credal.ai,unresolved,0.0,STARTUP
Rollstack,Rollstack,unresolved,0.0,STARTUP
Novelcare,Novelcare,unresolved,0.0,STARTUP
Latent,Latent,unresolved,0.0,STARTUP
Lynx,Lynx,unresolved,0.0,STARTUP
Rubber Ducky Labs,Rubber Ducky Labs,unresolved,0.0,STARTUP
Pair AI,Pair AI,unresolved,0.0,STARTUP
Double – Coding Copilot,Double – Coding Copilot,unresolved,0.0,STARTUP
Glass Health,Glass Health,unresolved,0.0,STARTUP
Versive,Versive,unresolved,0.0,STARTUP
Narrative,Narrative,unresolved,0.0,STARTUP
Gluetrail,Gluetrail,unresolved,0.0,STARTUP
infra.new,infra.new,unresolved,0.0,STARTUP
PoplarML,PoplarML,unresolved,0.0,STARTUP
Cosine,Cosine,unresolved,0.0,STARTUP
No Cap,No Cap,unresolved,0.0,STARTUP
Dream3D,Dream3D,unresolved,0.0,STARTUP
DataSuite,DataSuite,unresolved,0.0,STARTUP
Velos,Velos,unresolved,0.0,STARTUP
Booth AI,Booth AI,unresolved,0.0,STARTUP
Orchid,Orchid,unresolved,0.0,STARTUP
1stCollab,1stCollab,unresolved,0.0,STARTUP
Variance,Variance,unresolved,0.0,STARTUP
Fintool,Fintool,unresolved,0.0,STARTUP
FactIQ,FactIQ,unresolved,0.0,STARTUP
Shortbread,Shortbread,unresolved,0.0,STARTUP
CombineHealth,CombineHealth,unresolved,0.0,STARTUP
Coldreach,Coldreach,unresolved,0.0,STARTUP
Corgi Labs,Corgi Labs,unresolved,0.0,STARTUP
DAGWorks Inc.,DAGWorks Inc.,unresolved,0.0,STARTUP
Maxi,Maxi,unresolved,0.0,STARTUP
Conduit,Conduit,unresolved,0.0,STARTUP
Interlock,Interlock,unresolved,0.0,STARTUP
rex.fit,rex.fit,unresolved,0.0,STARTUP
Benchmark,Benchmark,unresolved,0.0,STARTUP
Pier,Pier,unresolved,0.0,STARTUP
Type,Type,unresolved,0.0,STARTUP
Vendora,Vendora,unresolved,0.0,STARTUP
LiteLLM,LiteLLM,unresolved,0.0,STARTUP
Automat,Automat,unresolved,0.0,STARTUP
Vaero,Vaero,unresolved,0.0,STARTUP
Kino AI,Kino AI,unresolved,0.0,STARTUP
Reworkd,Reworkd,unresolved,0.0,STARTUP
Branch AI,Branch AI,unresolved,0.0,STARTUP
Ora AI,Ora AI,unresolved,0.0,STARTUP
Xeol,Xeol,unresolved,0.0,STARTUP
Clearest Health,Clearest Health,unresolved,0.0,STARTUP
Elyos AI,Elyos AI,unresolved,0.0,STARTUP
Deasy Labs,Deasy Labs,unresolved,0.0,STARTUP
Sohar Health,Sohar Health,unresolved,0.0,STARTUP
Pointhound,Pointhound,unresolved,0.0,STARTUP
Casca,Casca,unresolved,0.0,STARTUP
Contour,Contour,unresolved,0.0,STARTUP
Talc,Talc,unresolved,0.0,STARTUP
CORE,CORE,unresolved,0.0,STARTUP
Spine AI,Spine AI,unresolved,0.0,STARTUP
Venta AI,Venta AI,unresolved,0.0,STARTUP
Bronco AI,Bronco AI,unresolved,0.0,STARTUP
Arcimus,Arcimus,unresolved,0.0,STARTUP
Serra,Serra,unresolved,0.0,STARTUP
Cardinal Gray,Cardinal Gray,unresolved,0.0,STARTUP
Skyvern,Skyvern,unresolved,0.0,STARTUP
Decoda Health,Decoda Health,unresolved,0.0,STARTUP
VetRec,VetRec,unresolved,0.0,STARTUP
Lysto,Lysto,unresolved,0.0,STARTUP
MediSearch,MediSearch,unresolved,0.0,STARTUP
Bretton AI,Bretton AI,unresolved,0.0,STARTUP
AgentCollect,AgentCollect,unresolved,0.0,STARTUP
Continue,Continue,unresolved,0.0,STARTUP
sizeless,sizeless,unresolved,0.0,STARTUP
Pincites,Pincites,unresolved,0.0,STARTUP
Gleam,Gleam,unresolved,0.0,STARTUP
Slicker,Slicker,unresolved,0.0,STARTUP
Rankai,Rankai,unresolved,0.0,STARTUP
Sola,Sola,unresolved,0.0,STARTUP
VectorShift,VectorShift,unresolved,0.0,STARTUP
DisputeNinja,DisputeNinja,unresolved,0.0,STARTUP
Inari,Inari,unresolved,0.0,STARTUP
Silimate,Silimate,unresolved,0.0,STARTUP
Sweep,Sweep,unresolved,0.0,STARTUP
Inventive AI,Inventive AI,unresolved,0.0,STARTUP
Movley,Movley,unresolved,0.0,STARTUP
Terracotta AI,Terracotta AI,unresolved,0.0,STARTUP
Tiptap,Tiptap,unresolved,0.0,STARTUP
Minded,Minded,unresolved,0.0,STARTUP
Quill Bills,Quill Bills,unresolved,0.0,STARTUP
Cair Health,Cair Health,unresolved,0.0,STARTUP
Roame,Roame,unresolved,0.0,STARTUP
Kips Health,Kips Health,unresolved,0.0,STARTUP
Inconvo,Inconvo,unresolved,0.0,STARTUP
FlowiseAI,FlowiseAI,unresolved,0.0,STARTUP
Simbie AI,Simbie AI,unresolved,0.0,STARTUP
Mocha,Mocha,unresolved,0.0,STARTUP
Twine,Twine,unresolved,0.0,STARTUP
Structured Labs,Structured Labs,unresolved,0.0,STARTUP
Wattson Health,Wattson Health,unresolved,0.0,STARTUP
truemetrics,truemetrics,unresolved,0.0,STARTUP
Autotab,Autotab,unresolved,0.0,STARTUP
Opensteer,Opensteer,unresolved,0.0,STARTUP
Orbio Earth,Orbio Earth,unresolved,0.0,STARTUP
Lantern,Lantern,unresolved,0.0,STARTUP
DryMerge,DryMerge,unresolved,0.0,STARTUP
OpenPipe,OpenPipe,unresolved,0.0,STARTUP
RadMate AI,RadMate AI,unresolved,0.0,STARTUP
Scritch,Scritch,unresolved,0.0,STARTUP
Legora,Legora,unresolved,0.0,STARTUP
Happenstance,Happenstance,unresolved,0.0,STARTUP
Tekton Dynamics,Tekton Dynamics,unresolved,0.0,STARTUP
Momentic,Momentic,unresolved,0.0,STARTUP
Pretzel AI,Pretzel AI,unresolved,0.0,STARTUP
nCompass Technologies,nCompass Technologies,unresolved,0.0,STARTUP
Keystroke,Keystroke,unresolved,0.0,STARTUP
Pivot Robotics,Pivot Robotics,unresolved,0.0,STARTUP
Agentic Labs,Agentic Labs,unresolved,0.0,STARTUP
Basalt,Basalt,unresolved,0.0,STARTUP
Breez Labs,Breez Labs,unresolved,0.0,STARTUP
PointOne,PointOne,unresolved,0.0,STARTUP
Artisan,Artisan,unresolved,0.0,STARTUP
Eggnog,Eggnog,unresolved,0.0,STARTUP
Ecliptor,Ecliptor,unresolved,0.0,STARTUP
Blume Benefits,Blume Benefits,unresolved,0.0,STARTUP
Tusk,Tusk,unresolved,0.0,STARTUP
Attunement,Attunement,unresolved,0.0,STARTUP
StarJar,StarJar,unresolved,0.0,STARTUP
Meticulate,Meticulate,unresolved,0.0,STARTUP
Guide Labs,Guide Labs,unresolved,0.0,STARTUP
Polished,Polished,unresolved,0.0,STARTUP
LemonSlice,LemonSlice,unresolved,0.0,STARTUP
Toolify,Toolify,unresolved,0.0,STARTUP
Clarion,Clarion,unresolved,0.0,STARTUP
Tamarind Bio,Tamarind Bio,unresolved,0.0,STARTUP
GloGlo,GloGlo,unresolved,0.0,STARTUP
Parallel,Parallel,unresolved,0.0,STARTUP
Fuse,Fuse,unresolved,0.0,STARTUP
Firebender,Firebender,unresolved,0.0,STARTUP
Resonance,Resonance,unresolved,0.0,STARTUP
Solari AI,Solari AI,unresolved,0.0,STARTUP
Preloop,Preloop,unresolved,0.0,STARTUP
Hazel,Hazel,unresolved,0.0,STARTUP
Andy AI,Andy AI,unresolved,0.0,STARTUP
OffDeal,OffDeal,unresolved,0.0,STARTUP
Abel,Abel,unresolved,0.0,STARTUP
EdgeTrace,EdgeTrace,unresolved,0.0,STARTUP
Manifold Freight,Manifold Freight,unresolved,0.0,STARTUP
ProSights,ProSights,unresolved,0.0,STARTUP
Diana,Diana,unresolved,0.0,STARTUP
Risotto,Risotto,unresolved,0.0,STARTUP
JustAI,JustAI,unresolved,0.0,STARTUP
BetterBasket,BetterBasket,unresolved,0.0,STARTUP
Model ML,Model ML,unresolved,0.0,STARTUP
Ligo Biosciences,Ligo Biosciences,unresolved,0.0,STARTUP
Focal,Focal,unresolved,0.0,STARTUP
Brainbase Labs,Brainbase Labs,unresolved,0.0,STARTUP
Alai,Alai,unresolved,0.0,STARTUP
Thorntale,Thorntale,unresolved,0.0,STARTUP
Zep AI,Zep AI,unresolved,0.0,STARTUP
Shepherd,Shepherd,unresolved,0.0,STARTUP
Downlink,Downlink,unresolved,0.0,STARTUP
camelAI,camelAI,unresolved,0.0,STARTUP
Rove,Rove,unresolved,0.0,STARTUP
Ocular AI,Ocular AI,unresolved,0.0,STARTUP
Adapted,Adapted,unresolved,0.0,STARTUP
Deepnight,Deepnight,unresolved,0.0,STARTUP
Basepilot,Basepilot,unresolved,0.0,STARTUP
Veles,Veles,unresolved,0.0,STARTUP
Lumona,Lumona,unresolved,0.0,STARTUP
Magic Hour,Magic Hour,unresolved,0.0,STARTUP
Senso,Senso,unresolved,0.0,STARTUP
Silogy,Silogy,unresolved,0.0,STARTUP
Evolvere BioSciences,Evolvere BioSciences,unresolved,0.0,STARTUP
Piramidal,Piramidal,unresolved,0.0,STARTUP
VoxOps AI,VoxOps AI,unresolved,0.0,STARTUP
Forge,Forge,unresolved,0.0,STARTUP
Tower,Tower,unresolved,0.0,STARTUP
kater.ai,kater.ai,unresolved,0.0,STARTUP
Yarn,Yarn,unresolved,0.0,STARTUP
GetCrux,GetCrux,unresolved,0.0,STARTUP
Million,Million,unresolved,0.0,STARTUP
Forge Rewards,Forge Rewards,unresolved,0.0,STARTUP
Marr Labs,Marr Labs,unresolved,0.0,STARTUP
Domu Technology Inc.,Domu Technology Inc.,unresolved,0.0,STARTUP
Educato,Educato,unresolved,0.0,STARTUP
ProhostAI,ProhostAI,unresolved,0.0,STARTUP
Invaria,Invaria,unresolved,0.0,STARTUP
Corgi Insurance,Corgi Insurance,unresolved,0.0,STARTUP
Sorcerer,Sorcerer,unresolved,0.0,STARTUP
FirstWork,FirstWork,unresolved,0.0,STARTUP
Decisional AI,Decisional AI,unresolved,0.0,STARTUP
Unbound,Unbound,unresolved,0.0,STARTUP
Silurian,Silurian,unresolved,0.0,STARTUP
NetworkOcean,NetworkOcean,unresolved,0.0,STARTUP
Storia AI,Storia AI,unresolved,0.0,STARTUP
Elevate,Elevate,unresolved,0.0,STARTUP
RunLocal AI,RunLocal AI,unresolved,0.0,STARTUP
CodeViz,CodeViz,unresolved,0.0,STARTUP
Lore,Lore,unresolved,0.0,STARTUP
MinusX,MinusX,unresolved,0.0,STARTUP
Tivara,Tivara,unresolved,0.0,STARTUP
Kenley,Kenley,unresolved,0.0,STARTUP
Stormy,Stormy,unresolved,0.0,STARTUP
Plume,Plume,unresolved,0.0,STARTUP
Modus,Modus,unresolved,0.0,STARTUP
Lighthouz AI,Lighthouz AI,unresolved,0.0,STARTUP
TaxGPT,TaxGPT,unresolved,0.0,STARTUP
Benchify,Benchify,unresolved,0.0,STARTUP
Anthrogen,Anthrogen,unresolved,0.0,STARTUP
Aluna,Aluna,unresolved,0.0,STARTUP
Ontra Mobility,Ontra Mobility,unresolved,0.0,STARTUP
Overstand Labs,Overstand Labs,unresolved,0.0,STARTUP
Anara,Anara,unresolved,0.0,STARTUP
Redouble AI,Redouble AI,unresolved,0.0,STARTUP
Drillbit,Drillbit,unresolved,0.0,STARTUP
Opslane,Opslane,unresolved,0.0,STARTUP
Conductor Quantum,Conductor Quantum,unresolved,0.0,STARTUP
Remade,Remade,unresolved,0.0,STARTUP
Zeit AI,Zeit AI,unresolved,0.0,STARTUP
Parley,Parley,unresolved,0.0,STARTUP
Soff,Soff,unresolved,0.0,STARTUP
Sensei,Sensei,unresolved,0.0,STARTUP
YouShift,YouShift,unresolved,0.0,STARTUP
Baseline AI,Baseline AI,unresolved,0.0,STARTUP
Thyme,Thyme,unresolved,0.0,STARTUP
Handled,Handled,unresolved,0.0,STARTUP
ZeroPath,ZeroPath,unresolved,0.0,STARTUP
Propaya,Propaya,unresolved,0.0,STARTUP
Polymet,Polymet,unresolved,0.0,STARTUP
autarc,autarc,unresolved,0.0,STARTUP
Assembly HOA,Assembly HOA,unresolved,0.0,STARTUP
Draft The Record,Draft The Record,unresolved,0.0,STARTUP
Typa,Typa,unresolved,0.0,STARTUP
Quetzal,Quetzal,unresolved,0.0,STARTUP
Rastro,Rastro,unresolved,0.0,STARTUP
Elayne,Elayne,unresolved,0.0,STARTUP
Usul,Usul,unresolved,0.0,STARTUP
Keet,Keet,unresolved,0.0,STARTUP
Vera Health,Vera Health,unresolved,0.0,STARTUP
Anglera,Anglera,unresolved,0.0,STARTUP
Void,Void,unresolved,0.0,STARTUP
Overlap,Overlap,unresolved,0.0,STARTUP
Affil.ai,Affil.ai,unresolved,0.0,STARTUP
Arva AI,Arva AI,unresolved,0.0,STARTUP
Syntra,Syntra,unresolved,0.0,STARTUP
Conductor,Conductor,unresolved,0.0,STARTUP
Onlook,Onlook,unresolved,0.0,STARTUP
Zeroframe,Zeroframe,unresolved,0.0,STARTUP
Galini,Galini,unresolved,0.0,STARTUP
Openbenchmarks,Openbenchmarks,unresolved,0.0,STARTUP
Raycaster,Raycaster,unresolved,0.0,STARTUP
Revyl,Revyl,unresolved,0.0,STARTUP
Vortexify,Vortexify,unresolved,0.0,STARTUP
Vespper,Vespper,unresolved,0.0,STARTUP
attimet,attimet,unresolved,0.0,STARTUP
RiskCube,RiskCube,unresolved,0.0,STARTUP
Freebuff,Freebuff,unresolved,0.0,STARTUP
Pearson Labs,Pearson Labs,unresolved,0.0,STARTUP
AutoComputer,AutoComputer,unresolved,0.0,STARTUP
Moonshine,Moonshine,unresolved,0.0,STARTUP
Consus,Consus,unresolved,0.0,STARTUP
Innate,Innate,unresolved,0.0,STARTUP
Gander,Gander,unresolved,0.0,STARTUP
Struct,Struct,unresolved,0.0,STARTUP
Melder,Melder,unresolved,0.0,STARTUP
Freestyle,Freestyle,unresolved,0.0,STARTUP
HumanLayer,HumanLayer,unresolved,0.0,STARTUP
Quantstruct,Quantstruct,unresolved,0.0,STARTUP
Edexia,Edexia,unresolved,0.0,STARTUP
Outship,Outship,unresolved,0.0,STARTUP
Candor,Candor,unresolved,0.0,STARTUP
Leaping AI,Leaping AI,unresolved,0.0,STARTUP
Praxim,Praxim,unresolved,0.0,STARTUP
Alice.tech,Alice.tech,unresolved,0.0,STARTUP
Dartboard,Dartboard,unresolved,0.0,STARTUP
Vocality Health,Vocality Health,unresolved,0.0,STARTUP
Scout,Scout,unresolved,0.0,STARTUP
Promptless,Promptless,unresolved,0.0,STARTUP
Truffle AI,Truffle AI,unresolved,0.0,STARTUP
Toothy AI,Toothy AI,unresolved,0.0,STARTUP
a0.dev,a0.dev,unresolved,0.0,STARTUP
Elip AI,Elip AI,unresolved,0.0,STARTUP
Caseflood.ai,Caseflood.ai,unresolved,0.0,STARTUP
Maive,Maive,unresolved,0.0,STARTUP
Adam,Adam,unresolved,0.0,STARTUP
Cardamon,Cardamon,unresolved,0.0,STARTUP
Swerve,Swerve,unresolved,0.0,STARTUP
Osmosis,Osmosis,unresolved,0.0,STARTUP
Mecha Health,Mecha Health,unresolved,0.0,STARTUP
Cuckoo Labs,Cuckoo Labs,unresolved,0.0,STARTUP
HUD,HUD,unresolved,0.0,STARTUP
Olive,Olive,unresolved,0.0,STARTUP
Gale,Gale,unresolved,0.0,STARTUP
Asteroid,Asteroid,unresolved,0.0,STARTUP
Pickle,Pickle,unresolved,0.0,STARTUP
Lopus,Lopus,unresolved,0.0,STARTUP
Lucidic AI,Lucidic AI,unresolved,0.0,STARTUP
Candor,Candor,unresolved,0.0,STARTUP
Trata,Trata,unresolved,0.0,STARTUP
Exla,Exla,unresolved,0.0,STARTUP
Nitrode,Nitrode,unresolved,0.0,STARTUP
Outlit,Outlit,unresolved,0.0,STARTUP
Artificial Societies,Artificial Societies,unresolved,0.0,STARTUP
Pinch,Pinch,unresolved,0.0,STARTUP
Proception Inc,Proception Inc,unresolved,0.0,STARTUP
Spott,Spott,unresolved,0.0,STARTUP
TamLabs,TamLabs,unresolved,0.0,STARTUP
Browser Use,Browser Use,unresolved,0.0,STARTUP
Mentra,Mentra,unresolved,0.0,STARTUP
Blaxel,Blaxel,unresolved,0.0,STARTUP
Golf,Golf,unresolved,0.0,STARTUP
Serafis,Serafis,unresolved,0.0,STARTUP
Synthio Labs,Synthio Labs,unresolved,0.0,STARTUP
neoncoral,neoncoral,unresolved,0.0,STARTUP
Acolite,Acolite,unresolved,0.0,STARTUP
Zeon Systems,Zeon Systems,unresolved,0.0,STARTUP
Hanji,Hanji,unresolved,0.0,STARTUP
Percival,Percival,unresolved,0.0,STARTUP
Kestral,Kestral,unresolved,0.0,STARTUP
Parsewise,Parsewise,unresolved,0.0,STARTUP
Tinfoil,Tinfoil,unresolved,0.0,STARTUP
Tegore,Tegore,unresolved,0.0,STARTUP
throxy,throxy,unresolved,0.0,STARTUP
Anana,Anana,unresolved,0.0,STARTUP
IRBC,IRBC,unresolved,0.0,STARTUP
Theta,Theta,unresolved,0.0,STARTUP
Human Behavior,Human Behavior,unresolved,0.0,STARTUP
Besimple AI,Besimple AI,unresolved,0.0,STARTUP
Cartpole,Cartpole,unresolved,0.0,STARTUP
Boost Robotics,Boost Robotics,unresolved,0.0,STARTUP
Bramante,Bramante,unresolved,0.0,STARTUP
Orchid,Orchid,unresolved,0.0,STARTUP
Kairos,Kairos,unresolved,0.0,STARTUP
Adentris,Adentris,unresolved,0.0,STARTUP
Moby Analytics,Moby Analytics,unresolved,0.0,STARTUP
Code Four,Code Four,unresolved,0.0,STARTUP
Cactus,Cactus,unresolved,0.0,STARTUP
Wavedash,Wavedash,unresolved,0.0,STARTUP
Text.ai,Text.ai,unresolved,0.0,STARTUP
Blueshoe,Blueshoe,unresolved,0.0,STARTUP
Godela,Godela,unresolved,0.0,STARTUP
Docket,Docket,unresolved,0.0,STARTUP
Autonomous Technologies Group,Autonomous Technologies Group,unresolved,0.0,STARTUP
Prox,Prox,unresolved,0.0,STARTUP
Adaptional,Adaptional,unresolved,0.0,STARTUP
Meteor,Meteor,unresolved,0.0,STARTUP
Closera,Closera,unresolved,0.0,STARTUP
TraceRoot.AI,TraceRoot.AI,unresolved,0.0,STARTUP
truthsystems,truthsystems,unresolved,0.0,STARTUP
Datafruit,Datafruit,unresolved,0.0,STARTUP
Lark,Lark,unresolved,0.0,STARTUP
EffiGov,EffiGov,unresolved,0.0,STARTUP
Design Arena,Design Arena,unresolved,0.0,STARTUP
Monarcha,Monarcha,unresolved,0.0,STARTUP
Nuntius,Nuntius,unresolved,0.0,STARTUP
Cyberdesk,Cyberdesk,unresolved,0.0,STARTUP
Frizzle,Frizzle,unresolved,0.0,STARTUP
Nori,Nori,unresolved,0.0,STARTUP
Proliferate,Proliferate,unresolved,0.0,STARTUP
DeepAware AI (Robotics Center of Silicon Valley),DeepAware AI (Robotics Center of Silicon Valley),unresolved,0.0,STARTUP
Kestroll,Kestroll,unresolved,0.0,STARTUP
Stellon Labs,Stellon Labs,unresolved,0.0,STARTUP
Doe,Doe,unresolved,0.0,STARTUP
Embedder,Embedder,unresolved,0.0,STARTUP
Channel3,Channel3,unresolved,0.0,STARTUP
Normal,Normal,unresolved,0.0,STARTUP
VibeFlow,VibeFlow,unresolved,0.0,STARTUP
Nozomio,Nozomio,unresolved,0.0,STARTUP
TwentyTwo,TwentyTwo,unresolved,0.0,STARTUP
Char,Char,unresolved,0.0,STARTUP
Relling,Relling,unresolved,0.0,STARTUP
Motives,Motives,unresolved,0.0,STARTUP
Autosana,Autosana,unresolved,0.0,STARTUP
Knowlify,Knowlify,unresolved,0.0,STARTUP
Omnara,Omnara,unresolved,0.0,STARTUP
Alara,Alara,unresolved,0.0,STARTUP
OS3,OS3,unresolved,0.0,STARTUP
Floot,Floot,unresolved,0.0,STARTUP
